주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
154-2-000181,EXPO,공영,노외,대구광역시 북구 EXPO,대구광역시 북구 복현동 478-5,18,2,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,1000,60,2000,,10000,,현금,,대구광역시 북구청,053-665-3015,35.892107,128.621442,2017-11-29
154-2-000182,RGB Tower,공영,노외,대구광역시 북구 동천로 135-7,대구광역시 북구 동천동 903-4,52,3,미시행,평일+토요일+공휴일,12:00,21:00,12:00,00:00,00:00,00:00,유료,30,1000,60,1000,,1000,,현금,,대구광역시 북구청,053-665-3015,35.943538,128.559923,2017-11-29
154-2-000183,강북,공영,노외,대구광역시 북구 구암로32길 6-20,대구광역시 북구 구암동 653-1,16,3,미시행,평일+토요일+공휴일,06:00,21:00,06:00,21:00,06:00,21:00,유료,30,1500,10,200,,10000,70000,현금,,대구광역시 북구청,053-665-3015,35.931308,128.555805,2017-11-29
154-2-000184,경명여고앞,공영,노외,대구광역시 북구 칠성로17길 18 경명여자중고등학교,대구광역시 북구 칠성동2가 385-2,40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.88006,128.598035,2017-11-29
154-2-000185,공단,공영,노외,대구광역시 북구 노원로 107,대구광역시 북구 노원동3가 183-19,34,3,미시행,평일+토요일,07:00,20:00,07:00,16:00,00:00,00:00,유료,60,1500,,,,7000,60000,현금,,대구광역시 북구청,053-665-3015,35.896257,128.572709,2017-11-29
154-2-000186,관음(공영),공영,노외,대구광역시 북구 관음중앙로 80,대구광역시 북구 관음동 448-1,169,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,,6000,80000,현금,,대구광역시 북구청,053-665-3015,35.941038,128.544697,2017-11-29
154-2-000187,관음동 1255-14공영,공영,노외,대구광역시 북구 관음동 1255-14공영,대구광역시 북구 관음동 1255-14,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.943861,128.544604,2017-11-29
154-2-000188,관음동1275-27공영,공영,노외,대구광역시 북구 관음동1275-27공영,대구광역시 북구 관음동 1275-27,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.944089,128.545668,2017-11-29
154-2-000189,관음동1284-5공영,공영,노외,대구광역시 북구 관음동1284-5공영,대구광역시 북구 관음동 1284-5,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.944234,128.547140,2017-11-29
154-2-000190,광양,민영,노외,대구광역시 북구 팔달로27길 인근,대구광역시 북구 노원동3가 892-1,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,60,1000,,5000,80000,현금,,대구광역시 북구청,053-665-3015,35.891907,128.568180,2017-11-29
154-2-000191,구남,민영,노외,대구광역시 북구 구암로17길 3,대구광역시 북구 읍내동 1121-1,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,1000,60,2000,,10000,100000,현금,,대구광역시 북구청,053-665-3015,35.932923,128.550395,2017-11-29
154-2-000192,구마니 유료주차장,민영,노외,대구광역시 북구 칠성남로30길 9,대구광역시 북구 칠성동2가 504,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,,,,현금,,대구광역시 북구청,053-665-3015,35.877011,128.596229,2017-11-29
154-2-000193,구수산(공영),공영,노외,대구광역시 북구 대천로 21,대구광역시 북구 읍내동 1077-2,48,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.938254,128.552322,2017-11-29
154-2-000194,구암동주민센터(공영),공영,노외,대구광역시 북구 구암서로 32,대구광역시 북구 구암동 788-3,46,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.938633,128.565920,2017-11-29
154-2-000195,노곡교남단1(공영),공영,노외,대구광역시 북구 노곡교남단1,대구광역시 북구 노곡동 990,200,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.901750,128.566493,2017-11-29
154-2-000196,노곡교남단2(공영),공영,노외,대구광역시 북구 노곡교남단2,대구광역시 북구 노곡동 876,200,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.900397,128.564754,2017-11-29
154-2-000197,노원(공영),공영,노외,대구광역시 북구 옥산로7길 27-7,대구광역시 북구 노원동1가 16-1,82,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.887800,128.580689,2017-11-29
154-1-000052,대동로4길인근,공영,노상,대구광역시 북구 대동로4길인근,대구광역시 북구 산격동 1499-2,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.897471,128.608765,2017-11-29
154-4-000198,뉴욕,민영,노외,대구광역시 북구 칠성남로 230,대구광역시 북구 칠성동1가 155-2,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,1000,,,,,,현금,,대구광역시 북구청,053-665-3015,35.875527,128.605176,2017-11-29
154-4-000199,대광,민영,노외,대구광역시 북구 오봉로 12,대구광역시 북구 노원동1가 205,10,2,미시행,평일+토요일,07:00,21:00,07:00,21:00,00:00,00:00,유료,30,1000,60,1500,,6000,70000,현금,,대구광역시 북구청,053-665-3015,35.888802,128.576503,2017-11-29
154-4-000200,대륙,민영,노외,대구광역시 북구 칠성남로37길 23,대구광역시 북구 칠성동2가 549-6,24,1,미시행,평일+토요일+공휴일,08:00,19:00,08:00,19:00,08:00,19:00,유료,30,1000,60,1500,,5000,70000,현금,,대구광역시 북구청,053-665-3015,35.877672,128.600666,2017-11-29
154-4-000201,대보,민영,노외,대구광역시 북구 칠성남로30길 8-1,대구광역시 북구 칠성동2가 302-308,9,1,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,1000,60,2000,,,,현금,,대구광역시 북구청,053-665-3015,35.876882,128.595152,2017-11-29
154-4-000202,대진,민영,노외,대구광역시 북구 노원로 14-4,대구광역시 북구 노원동3가 731-1,28,2,미시행,평일+토요일+공휴일,04:30,18:30,04:30,18:30,04:30,18:30,유료,30,1000,60,1000,,3000,80000,현금,,대구광역시 북구청,053-665-3015,35.890622,128.564811,2017-11-29
154-4-000203,대현,민영,노외,대구광역시 북구 신암로 99,대구광역시 북구 대현동 277-59,18,1,미시행,평일+토요일,09:00,22:00,09:00,22:00,00:00,00:00,유료,30,1000,60,2000,,5000,60000,현금,,대구광역시 북구청,053-665-3015,35.879885,128.610564,2017-11-29
154-4-000204,대흥,민영,노외,대구광역시 북구 노원로1실,대구광역시 북구 노원동3가 73-6,24,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,1000,,,,,60000,현금,,대구광역시 북구청,053-665-3015,35.897335,128.570313,2017-11-29
154-4-000205,도성,민영,노외,대구광역시 북구 옥산로 53,대구광역시 북구 노원동1가 366-1,25,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,1000,10,500,,,,현금,,대구광역시 북구청,053-665-3015,35.885492,128.581463,2017-11-29
154-2-000206,동변(공영),공영,노외,대구광역시 북구 동변로 89,대구광역시 북구 동변동 670,53,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.920658,128.602800,2017-11-29
154-4-000207,동서,민영,노외,대구광역시 북구 팔달로 221-1,대구광역시 북구 노원동2가 275-2,18,2,미시행,평일+토요일,09:00,18:00,19:00,12:00,00:00,00:00,유료,60,1000,,,,5000,,현금,,대구광역시 북구청,053-665-3015,35.888097,128.574459,2017-11-29
154-4-000208,동천,민영,노외,대구광역시 북구 동천로 123,대구광역시 북구 동천동 908-2,50,3,미시행,평일+토요일+공휴일,09:00,23:00,09:00,23:00,09:00,23:00,유료,30,1000,60,2000,,,70000,"""현금, 신용카드""",,대구광역시 북구청,053-665-3015,35.942539,128.560438,2017-11-29
154-2-000209,동천동복합청사공영,공영,노외,대구광역시 북구 대천로 81,대구광역시 북구 동천동 930-1,25,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.937329,128.557876,2017-11-29
154-2-000210,동편업무지구(공영),공영,노외,대구광역시 북구 유통단지로24길 14-7,대구광역시 북구 산격동 1687,123,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-3211,35.907241,128.615175,2017-11-29
154-2-000211,동호동(공영),공영,노외,대구광역시 북구 동호길 70,대구광역시 북구 동호동 262-2,10,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.963663,128.557024,2017-11-29
154-4-000212,만평,민영,노외,대구광역시 북구 팔달로 155-1,대구광역시 북구 노원동3가 765-1,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,,10000,100000,현금,,대구광역시 북구청,053-665-3015,35.889410,128.567201,2017-11-29
154-1-000001,3공단로25길인근,공영,노상,대구광역시 북구 3공단로 123,대구광역시 북구 노원동3가 191-1,6,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.897751,128.565479,2017-11-29
154-1-000002,3공단로인근,공영,노상,대구광역시 북구 3공단로,대구광역시 북구 노원동3가 14,329,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.898904,128.569517,2017-11-29
154-1-000003,검단동로인근,공영,노상,대구광역시 북구 검단동로,대구광역시 북구 검단동 745-2,29,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.913844,128.625262,2017-11-29
154-1-000004,경대로17길인근,공영,노상,대구광역시 북구 경대로17길,대구광역시 북구 복현동 573,78,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.892653,128.612960,2017-11-29
154-1-000005,경대로23길인근,공영,노상,대구광역시 북구 경대로23길 79,대구광역시 북구 복현동 606-34,5,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.892620,128.616050,2017-11-29
154-1-000006,경대로27길인근,공영,노상,대구광역시 북구 경진로남1길 33,대구광역시 북구 복현동 433-1,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.893855,128.617478,2017-11-29
154-1-000007,경대로5길인근,공영,노상,대구광역시 북구 경대로5길,대구광역시 북구 대현동 14-1,33,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.884454,128.613617,2017-11-29
154-1-000008,경대로7길인근,공영,노상,대구광역시 북구 대현로9길,대구광역시 북구 대현동 526,19,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.885634,128.607529,2017-11-29
154-1-000009,경대북문건너,공영,노상,대구광역시 북구 대학로 51,대구광역시 북구 산격동 1499-2,46,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,00:00,00:00,00:00,유료,30,600,10,300,,,,,,대구광역시청,053-803-4882,35.897471,128.608765,2017-11-29
154-1-000010,경진로1길인근,공영,노상,대구광역시 북구 경진로1길,대구광역시 북구 복현동 623,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.894427,128.620489,2017-11-29
154-1-000011,경진로남1길인근,공영,노상,대구광역시 북구 동북로50길 17,대구광역시 북구 복현동 436-1,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.893861,128.616662,2017-11-29
154-1-000012,경진로인근,공영,노상,대구광역시 북구 경진로인근,대구광역시 북구 복현동 623,92,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.894427,128.620489,2017-11-29
154-1-000013,고성로34길인근,공영,노상,대구광역시 북구 고성로34길인근,대구광역시 북구 고성동2가 130,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.879443,128.583812,2017-11-29
154-1-000014,고성로37길인근,공영,노상,대구광역시 북구 고성로 191,대구광역시 북구 고성동3가 2,57,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.882244,128.587381,2017-11-29
154-1-000015,고성북로10길인근,공영,노상,대구광역시 북구 고성북로 50-2,대구광역시 북구 고성동3가 143,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.884182,128.584233,2017-11-29
154-1-000016,고성북로1인근,공영,노상,대구광역시 북구 고성북로 50-2,대구광역시 북구 고성동3가 143,65,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.884182,128.584233,2017-11-29
154-1-000017,고성북로2인근,공영,노상,대구광역시 북구 고성북로 50-2,대구광역시 북구 고성동3가 143,87,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.884182,128.584233,2017-11-29
154-1-000018,관은동로32길인근,공영,노상,대구광역시 북구 관음중앙로29길 5-18,대구광역시 북구 읍내동 1295-6,27,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.945945,128.547713,2017-11-29
154-1-000019,관음동로13길인근,공영,노상,대구광역시 북구 관음동로13길인근,대구광역시 북구 관음동 1346,43,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.938540,128.545782,2017-11-29
154-1-000020,관음동로31길인근,공영,노상,대구광역시 북구 관음동로31길인근,대구광역시 북구 관음동 1240,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.945326,128.546263,2017-11-29
154-1-000021,관음동로9길인근,공영,노상,대구광역시 북구 관음동로9길인근,대구광역시 북구 관음동 1357,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.937387,128.545213,2017-11-29
154-1-000022,관음동로인근,공영,노상,대구광역시 북구 관음동로인근,대구광역시 북구 읍내동 1311,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.942313,128.547849,2017-11-29
154-1-000023,관음중앙로17길인근,공영,노상,대구광역시 북구 관음중앙로17길인근,대구광역시 북구 관음동 1244,26,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.944469,128.543575,2017-11-29
154-1-000024,관음중앙로21길인근,공영,노상,대구광역시 북구 관음중앙로21길인근,대구광역시 북구 관음동 1252,75,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.944681,128.544963,2017-11-29
154-1-000138,칠성남로16길인근,공영,노상,대구광역시 북구 칠성남로16길인근,대구광역시 북구 칠성동2가 302-93,61,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.877236,128.592410,2017-11-29
154-1-000139,칠성남로2길인근,공영,노상,대구광역시 북구 칠성남로2길인근,대구광역시 북구 고성동1가 95-4,71,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.877864,128.585829,2017-11-29
154-1-000140,칠성남로31길인근,공영,노상,대구광역시 북구 칠성남로 167,대구광역시 북구 칠성동2가 538-13,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.877303,128.598731,2017-11-29
154-1-000141,칠성남로인근(고성동),공영,노상,대구광역시 북구 칠성남로인근,대구광역시 북구 고성동2가 110-41,102,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.879586,128.583184,2017-11-29
154-1-000142,칠성농협앞,공영,노상,대구광역시 북구 칠성시장로 29,대구광역시 북구 칠성동1가 171-12,30,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.876221,128.602443,2017-11-29
154-1-000143,칠성로17길인근,공영,노상,대구광역시 북구 칠성로17길인근,대구광역시 북구 침산동 163-8,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.881521,128.597532,2017-11-29
154-1-000144,칠성시장고가도로밑,공영,노상,대구광역시 북구 칠성시장로25길인근 칠성시장고가도로밑,대구광역시 북구 침산동 78-7,76,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.884077,128.600941,2017-11-29
154-1-000145,칠성시장광로,공영,노상,대구광역시 북구 칠성시장로 칠성시장광로,대구광역시 북구 칠성동2가 407-8,37,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.880007,128.602068,2017-11-29
154-1-000146,칠성시장남편,공영,노상,대구광역시 북구 칠성가구시장로2길 12,대구광역시 북구 칠성동1가 279-1,39,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.874894,128.607172,2017-11-29
154-1-000147,칠성시장동편,공영,노상,대구광역시 북구 칠성가구시장로2길 12,대구광역시 북구 칠성동1가 279-1,16,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.874894,128.607172,2017-11-29
154-1-000148,칠성시장방범초소,공영,노상,대구광역시 북구 칠성시장로 칠성시장방범초소,대구광역시 북구 칠성동2가 409-24,24,1,미시행,평일+토요일+공휴일,06:30,18:30,06:30,18:30,06:30,18:30,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.879235,128.602666,2017-11-29
154-1-000149,칠성시장북편,공영,노상,대구광역시 북구 칠성가구시장로2길 12,대구광역시 북구 칠성동1가 279-1,9,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.874894,128.607172,2017-11-29
154-1-000150,칠성시장서편도로,공영,노상,대구광역시 북구 칠성시장로 칠성시장서편도로,대구광역시 북구 칠성동1가 236-1,30,1,미시행,평일+토요일+공휴일,07:00,18:00,17:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.876952,128.601763,2017-11-29
154-1-000151,칠성전자상가앞,공영,노상,대구광역시 북구 칠성가구시장로2길 12,대구광역시 북구 칠성동1가 279-1,7,1,미시행,평일+토요일+공휴일,07:00,18:00,17:00,18:00,07:00,18:00,유료,30,500,10,250,,,,,,대구광역시청,053-803-4882,35.874894,128.607172,2017-11-29
154-1-000152,침산남로31길인근,공영,노상,대구광역시 북구 침산남로31길 11,대구광역시 북구 침산동 286-1,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.888944,128.592680,2017-11-29
154-1-000153,침산남로39길인근,공영,노상,대구광역시 북구 침산남로 195,대구광역시 북구 침산동 1663-5,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.888444,128.597590,2017-11-29
154-1-000154,침산남로9길인근,공영,노상,대구광역시 북구 침산남로9길 65-4,대구광역시 북구 침산동 1377-11,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.893848,128.583367,2017-11-29
154-1-000155,침산로40길인근,공영,노상,대구광역시 북구 침산로 196,대구광역시 북구 침산동 531-3,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.893544,128.590256,2017-11-29
154-1-000156,침산로42길인근,공영,노상,대구광역시 북구 침산로 208,대구광역시 북구 침산동 581,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.894882,128.590315,2017-11-29
154-1-000157,침산로46길인근,공영,노상,대구광역시 북구 성북로5길 68,대구광역시 북구 침산동 1024-2,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.898831,128.589255,2017-11-29
154-1-000158,침산로48길인근,공영,노상,대구광역시 북구 침산로48길 6,대구광역시 북구 침산동 594,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.896953,128.589982,2017-11-29
154-1-000026,관음중앙로7길인근,공영,노상,대구광역시 북구 관음중앙로7길인근,대구광역시 북구 관음동 1322,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.938221,128.542948,2017-11-29
154-1-000027,관음중앙로인근,공영,노상,대구광역시 북구 관음중앙로인근,대구광역시 북구 관음동 1373,62,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.934418,128.545748,2017-11-29
154-1-000028,구암로15길인근,공영,노상,대구광역시 북구 구암로15길인근,대구광역시 북구 읍내동 1339,43,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.93538,128.549806,2017-11-29
154-1-000029,구암로16길인근,공영,노상,대구광역시 북구 구암로16길인근,대구광역시 북구 태전동 996,20,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.931489,128.549157,2017-11-29
154-1-000030,구암로17길인근,공영,노상,대구광역시 북구 구암로17길인근,대구광역시 북구 읍내동 1368,37,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.933569,128.550656,2017-11-29
154-1-000031,구암로인근,공영,노상,대구광역시 북구 구암로인근,대구광역시 북구 구암동 839,40,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.931543,128.564027,2017-11-29
154-1-000032,노곡로인근,공영,노상,대구광역시 북구 노곡로인근,대구광역시 북구 노곡동 282-1,20,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.905129,128.562969,2017-11-29
154-1-000033,노원네거리(북편),공영,노상,대구광역시 북구 오봉로 24길,대구광역시 북구 침산동 1208,22,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시청,053-803-4882,35.898342,128.579312,2017-11-29
154-1-000034,노원동로7길,공영,노상,대구광역시 북구 노원동로7길 18,대구광역시 북구 노원동3가 1120-2,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.895380,128.575838,2017-11-29
154-1-000035,노원동로인근(수성전기재료백화점),공영,노상,대구광역시 북구 노원동로 48,대구광역시 북구 노원동2가 13-3,37,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,,,,,,,,대구광역시 북구청,053-665-3015,35.893440,128.576223,2017-11-29
154-1-000036,노원로10길(대구산업-노원새마을금고),공영,노상,대구광역시 북구 노원로10길,대구광역시 북구 노원동2가 0-1,136,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,,,,,,,,대구광역시 북구청,053-665-3015,35.890860,128.573901,2017-11-29
154-1-000037,노원로10길인근,공영,노상,대구광역시 북구 노원로10길인근,대구광역시 북구 노원동2가 0-1,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.890860,128.573901,2017-11-29
154-1-000038,노원로17길인근,공영,노상,대구광역시 북구 팔달로 105,대구광역시 북구 노원동3가 252-3,37,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.894834,128.572028,2017-11-29
154-1-000039,노원로25길인근,공영,노상,대구광역시 북구 팔달로 105,대구광역시 북구 노원동3가 252-3,41,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,대구광역시 북구청,053-665-3015,35.894834,128.572028,2017-11-29
